中文名稱,ENGLISH NAME,中文地址,ENGLISH ADDRESS,EASTING,NORTHING,DISTRICT,地區
香港仔公共圖書館,Aberdeen Public Library,香港香港仔大道203號香港仔市政大廈3樓,"3/F, Aberdeen Municipal Services Building, 203 Aberdeen Main Road, Aberdeen, Hong Kong",833947,812311,SOUTHERN,南區
灣仔政府大樓,Wanchai Tower,香港灣仔港灣道12號地下,"G/F, 12 Harbour Road, Wan Chai, Hong Kong",835806,815718,WAN CHAI,灣仔
慈雲山(南區)社區中心,Tsz Wan Shan (South) Community Centre,九龍慈雲山雲華街45號,"45 Wan Wah Street, Tsz Wan Shan, Kowloon",838591,823009.3,WONG TAI SIN,黃大仙
鴨?洲體育館,Ap Lei Chau Sports Centre,香港鴨?洲洪聖街8號鴨?洲市政大廈1至4樓,"1-4/F, Ap Lei Chau Municipal Services Building, 8 Hung Shing Street, Ap Lei Chau, Hong Kong",834056,811748,SOUTHERN,南區
元朗大球場,Yuen Long Stadium,新界元朗體育路6號,"6, Tai Yuk Road, Yuen Long, New Territories",820235.4,833717.6,YUEN LONG,元朗
觀塘母嬰健康院,Kwun Tong Maternal and Child Health Centre,九龍觀塘協和衒60號觀塘社區中心大樓地下低層,"LG/F, Kwun Tong Community Health Center Building, 60 Hip Wo Street, Kwun Tong, Kowloon",841336.1,819518.7,KWUN TONG,觀塘
南葵涌胸肺科診所,South Kwai Chung Chest Clinic,新界葵涌葵盛圍310號南葵涌分科診療所地下,"G/F, South Kwai Chung Jockey Club Polyclinic, 310 Kwai Shing Circuit, Kwai Chung, New Territories",830966,824631.3,KWAI TSING,葵青
容鳳書皮膚科診所/社會?生科診所,Yung Fung Shee Dermatology Clinic/ Social Hygiene Clinic,九龍觀塘茶果嶺道79號容鳳書紀念中心4字樓,"4/F Yung Fung Shee Memorial Centre, 79 Cha Kwo Ling Road, KwunTong, Kowloon",841619.4,818773.9,KWUN TONG,觀塘
皇后像廣場花園,Statue Square Gardens,香港中環遮打道,"Chater Road, Central, Hong Kong",834509,815800,CENTRAL AND WESTERN,中西區
元朗學生健康服務中心,Yuen Long Student Health Service Centre,新界元朗青山公路269號元朗賽馬會健康院1樓,"1/F Yuen Long Jockey Club Health Centre, 269 Castle Peak Road, Yuen Long, New Territories",820442.8,834031,YUEN LONG,元朗
葵青民政事務處 - 諮詢服務中心,Kwai Tsing District Office - Public Enquiry Service Centre,新界葵涌興芳路166-174號葵興政府合署2?,"2/F, Kwai Hing Government Offices Building, 166-174 Hing Fong Road, Kwai Chung, New Territories",831599,824887,KWAI TSING,葵青
北區公園,North District Park,新界上水馬會道,"Jockey Club Road, Sheung Shui, New Territories",831866.4,839953,NORTH,北區
富山公共圖書館,Fu Shan Public Library,九龍富山?富仁樓地庫一層1-4號單位,"Units 1-4, LG1, Fu Yan House, Fu Shan Estate, Po Kong Village Road, Kowloon",839505,822628,WONG TAI SIN,黃大仙
香港火葬預訂辦事處,Cremation Booking Office (Hong Kong),香港灣仔皇后大道東213號胡忠大廈18樓,"18/F, Wu Chung House, 213 Queen's Road East, Wan Chai, Hong Kong",835842,815063,WAN CHAI,灣仔
柴灣街市熟食中心,Chai Wan Market Cooked Food Centre,香港柴灣柴灣道338號柴灣市政大廈2樓,"2/F, Chai Wan Market, 338 Chai Wan Road, Chai Wan, Hong Kong",842772,813836,EASTERN,東區
和興體育館,Wo Hing Sports Centre,新界粉嶺和鳴里8號地下及1樓,"G/F & 1/F, 8 Wo Ming Lane, Fanling, New Territories",832796,838355,NORTH,北區
油塘社區會堂,Yau Tong Community Hall,九龍油塘高超道38號,"38 Ko Chiu Road, Yau Tong, Kowloon",842671.6,817416.3,KWUN TONG,觀塘
東九龍母嬰健康院,East Kowloon Maternal and Child Health Centre,九龍鑽石山斧山道160號東九龍分科診療所1樓,"1/F, East Kowloon Polyclinic, 160 Hammer Hill Road, Diamond Hill, Kowloon",839469,822272.3,WONG TAI SIN,黃大仙
小西灣體育館,Siu Sai Wan Sports Centre,"香港小西灣道15號, 小西灣綜合大樓2-4樓","2-4/F, Siu Sai Wan Complex, 15 Siu Sai Wan Road, Hong Kong",843759,813864,EASTERN,東區
牛頭角街市熟食中心,Ngau Tau Kok Market Cooked Food Centre,九龍觀塘牛頭角道183號1樓,"1/F, 183 Ngau Tau Kok Road, Kwun Tong, Kowloon",840353.5,820317.2,KWUN TONG,觀塘
林士德體育館,Osman Ramju Sadick Memorial Sports Centre,新界葵涌興芳路176號地下,"G/F, 176, Hing Fong Road, Kwai Chung, New Territories",831391,824665,KWAI TSING,葵青
港澳碼頭(內碼頭及外碼頭旅客離境等候大堂),Hong Kong - Macau Ferry Terminal (Inner and outer pier passenger departure waiting hall),香港上環干諾道中200號信德中心,"Shun Tak Centre, 200 Connaught Road, Sheung Wan, Hong Kong",833763.5,816687.3,CENTRAL AND WESTERN,中西區
堅尼地城社區綜合大樓,Kennedy Town Community Complex,香港堅尼地城石山街12號,"12 Rock Hill Street, Kennedy Town, Hong Kong",831342,815882.7,CENTRAL AND WESTERN,中西區
勞工處就業一站,Labour Department Employment in One-stop,新界天水圍天晴?天晴社區綜合服務大樓四樓401室,"Unit 401, Tin Ching Amenity and Community Building, Tin Ching Estate, Tin Shui Wai, New Territories",818522,835999,YUEN LONG,元朗
瀝源社區會堂,Lek Yuen Community Hall,新界沙田瀝源街6號瀝源?,"Lek Yuen Estate, No. 6 Lek Yuen Street, Sha Tin, New Territories",837736.6,827345.8,SHA TIN,沙田
坪洲公共圖書館,Peng Chau Public Library,新界坪洲寶坪街6號坪洲市政大廈地下,"G/F, Peng Chau Municipal Services Building, 6 Po Peng Street, Peng Chau, New Territories",821962,816229,ISLANDS,離島
人事登記處 - 九龍辦事處,Registration of Persons - Kowloon Office,九龍深水?長沙灣道303號長沙灣政府合署3樓,"3/F, Cheung Sha Wan Government Offices, 303 Cheung Sha Wan Road, Sham Shui Po, Kowloon",834557,821410,SHAM SHUI PO,深水?
麗閣社區會堂,Lai Kok Community Hall,九龍長沙灣麗閣?地下,"G/F, Lai Kok Estate, Cheung Sha Wan, Kowloon",834267,821655,SHAM SHUI PO,深水?
慈雲山公共圖書館,Tsz Wan Shan Public Library,九龍慈雲山毓華街23號慈雲山中心702室,"Shop 702, Tsz Wan Shan Shopping Centre, 23 Yuk Wah Street, Tsz Wan Shan, Kowloon",838713,823234,WONG TAI SIN,黃大仙
柴灣母嬰健康院,Chai Wan Maternal and Child Health Centre,香港柴灣柴灣道233號新翠花園第6座政府大樓2樓,"Level 2, Government Office, Block 6, New Gade Garden, 233 Chai Wan Road, Chai Wan, Hong Kong",842397.2,813880.3,EASTERN,東區
香港壁球中心,Hong Kong Squash Centre,香港中環紅棉路23號地下及1樓,"G/F,1/F, 23 Cotton Tree Drive, Central, Hong Kong",834535,815406,CENTRAL AND WESTERN,中西區
香港大會堂,Hong Kong City Hall,香港中環愛丁堡廣場5號低座,"Low Block, 5 Edinburgh Place, Central, Hong Kong",834686.2,815939.3,CENTRAL AND WESTERN,中西區
金鐘道政府合署,Queensway Government Offices,香港金鐘道66號高座大堂及低座1樓,"D/F, High Block & 1/F, Low Block, 66 Queensway, Hong Kong",834958,815469,CENTRAL AND WESTERN,中西區
西灣河母嬰健康院,Sai Wan Ho Maternal and Child Health Centre,香港西灣河太康街28號西灣河健康中心2樓,"2/F, Sai Wan Ho Health Centre, 28 Tai Hong Street, Sai Wan Ho, Hong Kong",841106.5,816190.3,EASTERN,東區
葵芳社區會堂,Kwai Fong Community Hall,新界葵芳禮芳街2號,"2 Lai Fong Street, Kwai Fong, New Territories",831162.1,824508.8,KWAI TSING,葵青
堅尼地城社區綜合大樓牙科診所,Kennedy Town Community Complex Dental Clinic,香港西環堅尼地城石山街12號堅尼地城社區綜合大樓10樓,"10/F, Kennedy Town Community Complex, 12 Rock Hill Street, Kennedy Town, Hong Kong",831342,815882.7,CENTRAL AND WESTERN,中西區
仁愛胸肺科診所,Yan Oi Chest Clinic,新界屯門屯利街6號仁愛分科診所2樓,"2/F, Yan Oi Polyclinic, 6 Tuen Lee Street, Tuen Mun, New Territories",815909.8,828013.9,TUEN MUN,屯門
渣華道體育館,Java Road Sports Centre,香港北角渣華道99號渣華道市政大廈3至5樓,"3-5/F, Java Road Municipal Services Building, 99 Java Road, North Point, Hong Kong",838589,817038,EASTERN,東區
東涌就業中心,Tung Chung Job Centre,新界大嶼山東涌逸東?逸東商場2樓211A號舖,"Unit 211A, 2/F, Yat Tung Shopping Centre, Yat Tung Estate, Tung Chung, Lantau Island, New Territories",811332.2,815865.8,ISLANDS,離島
賽馬會屯門蝴蝶灣體育館,The Jockey Club Tuen Mun Butterfly Beach Sports Centre,新界屯門湖山路11號地下及1樓,"G/F, 1/F, 11 Wu Shan Road, Tuen Mun, New Territories",814417,826625,TUEN MUN,屯門
士美非路公共圖書館,Smithfield Public Library,香港堅尼地城士美非路12k號士美非路市政大廈3樓,"3/F, Smithfield Municipal Services Building, 12K Smithfield, Kennedy Town, Hong Kong",831297,815897,CENTRAL AND WESTERN,中西區
西貢郊野公園遊客中心,Sai Kung Country Park Visitor Centre,新界西貢北潭涌,"Pak Tam Chung, Sai Kung, New Territories",850959,828740,SAI KUNG,西貢
美田社區會堂,Mei Tin Community Hall,新界沙田大圍美滿里9號,"No. 9, Mei Mun Lane, Tai Wai, Sha Tin, New Territories",835814.5,826334.7,SHA TIN,沙田
漁灣街市熟食中心,Yue Wan Market Cooked Food Centre,香港柴灣怡豐街33號漁灣街市1樓,"1/F, Yue Wan Market, 33 Yee Fung Street, Chai Wan, Hong Kong",842828,814064,EASTERN,東區
利安社區會堂,Lee On Community Hall,新界沙田馬鞍山利安?利安綜合服務大樓,"Lee On Community Services Complex , Lee On Estate, Ma On Shan, Sha Tin, New Territories",842877,832001,SHA TIN,沙田
稅務大樓,Revenue Tower,香港灣仔告士打道5號地下,"G/F, 5 Gloucester Road, Wan Chai, Hong Kong",835749,815637,WAN CHAI,灣仔
紅磡市政大廈體育館,Hung Hom Municipal Services Building Sports Centre,九龍紅磡馬頭圍道11號紅磡市政大廈3至5樓,"3-5/F, Hung Hom Municipal Services Building, 11 Ma Tau Wai Road, Hung Hom, Kowloon",837348,818701,KOWLOON CITY,九龍城
源禾路體育館,Yuen Wo Road Sports Centre,新界沙田源禾路8號地下及1樓,"G/F & 1/F, No. 8 Yuen Wo Road, Sha Tin, New Territories",837884,827080,SHA TIN,沙田
雅麗珊社區中心,Princess Alexandra Community Centre,新界荃灣大河道60號地下,"G/F, 60 Tai Ho Road, Tsuen Wan, New Territories",829871,825817,TSUEN WAN,荃灣
銅鑼灣社區中心,Causeway Bay Community Centre,香港銅鑼灣福蔭道 7 號,"7 Fook Yum Road, Causeway Bay, Hong Kong",837733.5,816615.4,EASTERN,東區
長沙灣政府合署,Cheung Sha Wan Government Offices,九龍長沙灣道303號地下及3樓,"G/F & 3/F, 303 Cheung Sha Wan Road, Kowloon",834557,821410,SHAM SHUI PO,深水?
馬鞍山母嬰健康院,Ma On Shan Maternal and Child Health Centre,新界馬鞍山西沙公路609號馬鞍山健康中心1樓,"1/F, Ma On Shan Health Centre, 609 Sai Sha Road, Ma On Shan, New Territories",842250.8,831757.2,SHA TIN,沙田
在職家庭津貼辦事處,Working Family Allowance Office (WFAO),九龍觀塘海濱道 181號 9 樓,"9/F, No. 181 Hoi Bun Road, Kwun Tong, Kowloon",840770.6,818947.2,KWUN TONG,觀塘
大興公共圖書館,Tai Hing Public Library,新界屯門大興商場二樓80號,"Unit No. 80, 1/F, Commercial Complex, Tai Hing Estate, Tuen Mun, New Territories",814985,829240,TUEN MUN,屯門
?魚涌社區會堂,Quarry Bay Community Hall,香港基利路1號?魚涌社區綜合大樓地下,"G/F, Quarry Bay Community Complex, 1 Greig Road, Hong Kong",840097,816097,EASTERN,東區
保安道街市熟食中心,Po On Road Market Cooked Food Centre,九龍長沙灣保安道325-329號保安道街市市政大廈2樓,"2/F, Po On Road Municipal Services Building, 325-329, Po On Road, Cheung Sha Wan, Kowloon",834296.1,822171.6,SHAM SHUI PO,深水?
入境事務處 - 旅行證件及國籍(申請)組 / 旅行證件(簽發)組,Immigration - Travel Documents and Nationality (Application) Section & Travel Documents (Issue) Section,香港灣仔告士打道7號入境事務大樓4樓,"4/F, Immigration Tower, 7 Gloucester Road, Wan Chai, Hong Kong",835869,815639,WAN CHAI,灣仔
維多利亞公園游泳池,Victoria Park Swimming Pool,香港銅鑼灣興發街1號,"1 Hing Fat Street, Causeway Bay, Hong Kong",837663.4,816147.3,WAN CHAI,灣仔
北區社區中心,North District Community Centre,新界上水龍運街2號,"2 Lung Wan Street, Sheung Shui, New Territories",831320,840203,NORTH,北區
赤柱體育館,Stanley Sports Centre,香港赤柱市場道6號赤柱市政大廈地面上層及1樓,"UG & 1/F, Stanley Municipal Services Building, 6 Stanley Market Road, Hong Kong",839911,808944,SOUTHERN,南區
香港動植物公園,Hong Kong Zoological and Botanical Gardens,香港中環雅賓利道,"Albany Road, Central, Hong Kong",834150.8,815411.1,CENTRAL AND WESTERN,中西區
駱克道體育館,Lockhart Road Sports Centre,香港灣仔軒尼詩道225號駱克道市政大廈10至11樓,"10-11/F, Lockhart Road Municipal Services Building, 225 Hennessy Road, Wan Chai, Hong Kong",836118,815468,WAN CHAI,灣仔
藍田(東區)社區會堂,Lam Tin (East) Community Hall,九龍藍田碧雲道 223號藍田社區綜合大樓2樓,"2/F, Lam Tin Community Complex, 223 Pk Wan Road, Lam Tin, Kowloon.",842721.2,818830,KWUN TONG,觀塘
東區民政事務處 - 諮詢服務中心,Eastern District Office - Public Enquiry Service Centre,香港西灣河太安街29號東區法院大樓地下,"G/F, Eastern Law Courts Building, 29 Tai On Street, Sai Wan Ho, Hong Kong",841154,816145,EASTERN,東區
薄扶林公共圖書館,Pok Fu Lam Public Library,香港華富?華珍樓611-619室,"Units No. 611-619, Wah Chun House, Wah Fu Estate, Hong Kong",832070,812428,SOUTHERN,南區
入境事務處 - 其他簽證及入境許可組,Immigration - Other Visas and Permits Section,香港灣仔告士打道7號入境事務大樓7樓,"7/F, Immigration Tower, 7 Gloucester Road, Wan Chai, Hong Kong",835869,815639,WAN CHAI,灣仔
將軍澳體育館,Tseung Kwan O Sports Centre,新界西貢將軍澳運隆路9號地下及1樓,"G/F, 1/F, 9 Wan Lung Road, Tseung Kwan O, New Territories",844794,819792,SAI KUNG,西貢
顯徑鄰里社區中心,Hin Keng Neighbourhood Community Centre,新界沙田顯和里5號,"No.5, Hin Wo Lane, Sha Tin, New Territories",836048,825265,SHA TIN,沙田
大埔公共圖書館,Tai Po Public Library,"新界大埔鄉事會街8號,大埔綜合大樓5樓","5/F, Tai Po Complex, 8 Heung Sze Wui Street, Tai Po, New Territories",835208,834077,TAI PO,大埔
運頭塘鄰?社區中心,Wan Tau Tong Neighbourhood Community Centre,新界大埔運頭塘?地下,"G/F, Wan Tau Tong Estate, Tai Po, New Territories",835156,833640,TAI PO,大埔
元朗劇院,Yuen Long Theatre,新界元朗體育路9號,"9 Yuen Long Tai Yuk Road, New Territories",820379.4,833567.8,YUEN LONG,元朗
大埔政府合署,Tai Po Government Offices,新界大埔汀角?1號地下,"G/F, 1 Ting Kok Road, Tai Po, New Territories",834964,834607,TAI PO,大埔
柴灣公園,Chai Wan Park,香港柴灣公園翠灣街,"Tsui Wan Street, Chai Wan, Hong Kong",842603.3,814109,EASTERN,東區
離島民政事務處 - 梅窩諮詢服務中心,Islands District Office - Mui Wo Public Enquiry Service Centre,新界大嶼山梅窩銀?灣路2號梅窩政府合署地下,"G/F, Mui Wo Government Offices, 2 Ngan Kwong Wan Road, Mui Wo, Lantau Island, New Territories",817829,814154,ISLANDS,離島
粉嶺健康中心牙科診所,Fanling Health Centre Dental Clinic,新界粉嶺璧?路2號粉嶺健康中心3樓,"3/F, Fanling Health Centre, 2 Pik Fung Road, Fanling, New Territories",832354.4,839662.6,NORTH,北區
西貢鄧肇堅運動場,Sai Kung Tang Shiu Kin Sports Ground,新界西貢福民路41號,"41,Fuk Man Road,Sai Kung, New Territories",846168.3,827086.8,SAI KUNG,西貢
小西灣社區會堂,Siu Sai Wan Community Hall,香港柴灣小西灣道15號,"No. 15 Siu Sai Wan Road, Chai Wan, Hong Kong",843762.2,813862.1,EASTERN,東區
沙頭角公共圖書館,Sha Tau Kok Public Library,新界沙頭角?第20座地下1號舖,"Shop 1, G/F, Block 20, Sha Tau Kok Chuen, Sha Tau Kok, New Territories",841162,845149,NORTH,北區
香港單車館公園,Hong Kong Velodrome Park,新界將軍澳寶康路105-107號,"105-107, Po Hong Road, Tseung Kwan O, New Territories",845000.9,819395.2,SAI KUNG,西貢
通州街公園壁球中心,Tung Chau Street Park Squash Centre,九龍深水?通州街,"Tung Chau Street, Sham Shui Po, Kowloon",834429,820842,SHAM SHUI PO,深水?
土地註冊處客戶服務中心,Land Registry Customer Centre,香港金鐘道66號金鐘道政府合署19樓,"19/F, Queensway Government Offices, 66 Queensway, Hong Kong",834932.6,815424.3,CENTRAL AND WESTERN,中西區
石硤尾社區會堂,Shek Kip Mei Community Hall,九龍深水?南昌街石硤尾?42座地下至1樓,"G/F-1/F, Block 42, Shek Kip Mei Estate, Nam Cheong Street, Sham Shui Po, Kowloon",835145,821512,SHAM SHUI PO,深水?
紡織商登記辦事處,Textiles Trader Registration Office,香港九龍城協調道3號工業貿易大樓,"Trade and Industry Tower, 3 Concorde Road, Kowloon City, Hong Kong",838419.1,821528.5,KOWLOON CITY,九龍城
愛秩序灣社區會堂,Aldrich Bay Community Hall,香港筲箕灣愛東?愛寶樓地下,"G/F, Oi Po House, Oi Tung Estate, Shau Kei Wan, Hong Kong",841257.5,815893.7,EASTERN,東區
清水灣郊野公園遊客中心,Clear Water Bay Visitor Centre,新界西貢清水灣郊野公園,"Clear Water Bay Country Park, Sai Kung, New Territories",849056,816876,SAI KUNG,西貢
荃灣西約體育館,Tsuen Wan West Sports Centre,新界荃灣海安路68號地下及1樓,"G/F & 1/F, No. 68, Hoi On Road, Tsuen Wan, New Territories",828403,825702,TSUEN WAN,荃灣
花園街體育館,Fa Yuen Street Sports Centre,九龍旺角花園街123A號花園街市政大廈7樓、10至13樓,"7/F, 10-13/F, Fa Yuen Street Municipal Services Building, 123A Fa Yuen Street, Mong Kok, Kowloon",835632,820197,YAU TSIM MONG,油尖旺
青衣公共圖書館,Tsing Yi Public Library,"新界青衣青綠街38號,青衣市政大廈1樓","1/F, Tsing Yi Municipal Services Building, 38 Tsing Luk Street, Tsing Yi, New Territories",829015,823888,KWAI TSING,葵青
天瑞社區中心,Tin Shui Community Centre,新界天水圍天瑞?地下及4樓,"G/F & 4/F, Tin Shui Estate, Tin Shui Wai, New Territories",817992,835085,YUEN LONG,元朗
新田圍社區會堂,Sun Tin Wai Community Hall,新界沙田沙田頭路29號新田圍商場5樓,"5/F, Sun Tin Wai Shopping Centre,No. 29 Sha Tin Tau Road, Sha Tin, New Territories",837201.5,825669.8,SHA TIN,沙田
元朗容鳳書母嬰健康院,Madam Yung Fung Shee Maternal and Child Health Centre,新界元朗西菁街26號容鳳書健康中心1樓,"1/F, Madam Yung Fung Shee Health Centre, 26 Sai Ching Street, Yuen Long, New Territories",820850,833518.2,YUEN LONG,元朗
圓洲角公共圖書館,Yuen Chau Kok Public Library,新界沙田銀城街35號圓洲角綜合大樓高座地下至5樓,"G/F-5/F of the High Block of Yuen Chau Kok Complex, 35 Ngan Shing Street, Sha Tin, New Territories",839143.9,826681.3,SHA TIN,沙田
石硤尾胸肺科診所,Shek Kip Mei Chest Clinic,九龍石硤尾巴域街2號石硤尾健康院2樓,"1/F, Shek Kip Mei Health Centre, 2 Berwick Street, Kowloon",835286.6,821326.8,SHAM SHUI PO,深水?
學生資助處 (工貿署大樓),Student Finance Office (TITKT),九龍協調道3號工業貿易大樓4樓,"4/F, Trade and Industry Tower, 3 Concorde Road, Kowloon",838420.6,821517,KOWLOON CITY,九龍城
東九龍政府合署,Kowloon East Government Offices,九龍觀塘鯉魚門道12號地下,"G/F, 12 Lei Yue Mun Road, Kwun Tong, Kowloon",841725,818954,KWUN TONG,觀塘
漁光道街市熟食中心,Yue Kwong Road Market Cooked Food Centre,香港香港仔香港仔水塘道18號漁暉苑5樓,"5/F, Yue Fai Court, 18 Aberdeen Reservoir Road, Aberdeen, Hong Kong",834174.2,812267.1,SOUTHERN,南區
海怡社區中心,South Horizons Neighbourhood Community Centre,香港鴨?洲海怡半島東翼商場1樓,"1/F, East Commercial Block, South Horizons, Ap Lei Chau, Hong Kong",833318,811614,SOUTHERN,南區
大角咀街市熟食中心,Tai Kok Tsui Market Cooked Food Centre,九龍大角咀福全街63號大角咀市政大廈2樓,"2/F, Tai Kok Tsui Municipal Services Building, 63 Fuk Tsun Street, Tai Kok Tsu, Kowloon",834817,820319,YAU TSIM MONG,油尖旺
深水?民政事務處 - 諮詢服務中心,Sham Shui Po District Office - Public Enquiry Service Centre,九龍深水?長沙灣道303號長沙灣政府合署地下,"G/F, Cheung Sha Wan Government Offices, 303 Cheung Sha Wan Road, Sham Shui Po, Kowloon",834557,821410,SHAM SHUI PO,深水?
大窩口體育館,Tai Wo Hau Sports Centre,新界葵涌大窩口大廈街39號地下及1樓,"G/F & 1/F, 39, Tai Ha Street, Tai Wo Hau, Kwai Chung, New Territories",830917,825661,KWAI TSING,葵青
東屯門綜合家庭服務中心,Tuen Mun (East) Integrated Family Service Centre,新界屯門安定?安定友愛社區中心2樓,"2/F, On Ting/Yau Oi Community Centre, On Ting Estate, Tuen Mun, New Territories",815643,827609,TUEN MUN,屯門
東涌社區服務綜合大樓,Tung Chung Community Services Complex,新界大嶼山東涌道420號,"420 Tung Chung Road, Lantau, New Territories",811643,816182,ISLANDS,離島
長洲公共圖書館,Cheung Chau Public Library,"新界長洲大興堤路2號,長洲市政大樓2樓","2/F, Cheung Chau Municipal Services Building, 2 Tai Hing Tai Road, Cheung Chau, New Territories",820953,807585,ISLANDS,離島
康城社區會堂,Lohas Park Community Hall,新界將軍澳康城路1號日出康城首都,"The Capitol, LOHAS Park, 1 Lohas Park Road, Tseung Kwan O, New Territories",846059.1,817403.8,SAI KUNG,西貢
黃泥涌公共圖書館,Wong Nai Chung Public Library,香港跑馬地毓秀街2號黃泥涌市政大廈3樓,"3/F, Wong Nai Chung Municipal Services Building, 2 Yuk Sau Street, Happy Valley, Hong Kong",837183,814457,WAN CHAI,灣仔
鯉魚門公園,Lei Yue Mun Park,香港柴灣道75號,"75 Chai Wan Road, Hong Kong",842143.4,815492,EASTERN,東區
駱克道公共圖書館,Lockhart Road Public Library,香港軒尼詩道225號駱克道市政大廈3至5樓,"3-5/F, Lockhart Road Municipal Services Building, 225 Hennessy Road, Hong Kong",836118,815468,WAN CHAI,灣仔
馬鞍山公園,Ma On Shan Park,新界馬鞍山鞍駿街十二號,"12 On Chun Street, Ma On Shan, New Territories",841860.1,831990.5,SHA TIN,沙田
荃灣母嬰健康院,Tsuen Wan Maternal and Child Health Centre,新界荃灣仁濟街7-11號仁濟醫院C座大樓9樓,"9/F, Block C, Yan Chai Hospital, 7-11 Yan Chai Street, Tsuen Wan, New Territories",830344.7,825650.2,TSUEN WAN,荃灣
景林鄰里社區中心,King Lam Neighbourhood Community Centre,新界將軍澳景林?,"King Lam Estate, Tseung Kwan O, New Territories",844928.2,820068.8,SAI KUNG,西貢
北河街街市熟食中心,Pei Ho Street Market Cooked Food Centre,九龍深水?基隆街333號北河街街市市政大廈2樓,"2/F, Pei Ho Street Market Municipal Services Building, No. 333, Ki Lung Street, Sham Shui Po, Kowloon",834646,821134,SHAM SHUI PO,深水?
屯門民政事務處 - 諮詢服務中心,Tuen Mun District Office - Public Enquiry Service Centre,新界屯門屯喜路1號屯門政府合署2樓,"2/F, Tuen Mun Government Offices Building, 1 Tuen Hi Road, Tuen Mun, New Territories",815610,827906,TUEN MUN,屯門
長沙灣社區中心,Cheung Sha Wan Community Centre,九龍長沙灣發祥街55號地下及1樓,"G/F-1/F, 55 Fat Tseung Street, Cheung Sha Wan, Kowloon",834407,822322,SHAM SHUI PO,深水?
西灣河街市熟食中心,Sai Wan Ho Market Cooked Food Centre,香港筲箕灣太安街12號西灣河市政大廈地下,"G/F, Sai Wan Ho Municipal Services Building, 12 Tai On Street, Shau Kei Wan, Hong Kong",840988,815904,EASTERN,東區
運輸署觀塘牌照事務處,"Kwun Tong Licensing Office, Transport Department",九龍觀塘鯉魚門道12號東九龍政府合署5樓,"5/F, Kowloon East Government Offices, 12 Lei Yue Mun Road, Kwun Tong, Kowloon",841725,818954,KWUN TONG,觀塘
尚德社區會堂,Sheung Tak Community Hall,新界將軍澳尚德尚美樓,"Sheung Mei House, Sheung Tak Estate, Tseung Kwan O, NT",844489.9,819147.4,SAI KUNG,西貢
麥花臣遊樂場,MacPherson Playground,九龍旺角洗衣街59號,"59, Sai Yee Street, Mong Kok, Kowloon",835793.9,819933.4,YAU TSIM MONG,油尖旺
東涌公共圖書館,Tung Chung Public Library,新界大嶼山東涌文東路39號東涌市政大樓地下及1樓,"G/F, 1/F Tung Chung Municipal Services Building, 39 Man Tung Road, Tung Chung, Lantau, New Territories",812243,816870,ISLANDS,離島
荔景社區會堂,Lai King Community Hall,新界葵涌荔景山路205號,"205 Lai King Hill Road, Kwai Chung, New Territories",831119.1,823020.5,KWAI TSING,葵青
安定/友愛社區中心,On Ting/Yau Oi Community Centre,新界屯門安定?,"On Ting Estate, Tuen Mun, New Territories",815662.6,827591.9,TUEN MUN,屯門
大埔墟街市熟食中心,Tai Po Hui Market Cooked Food Centre,新界大埔鄉事會街8號大埔綜合大樓2樓,"2/F, Tai Po Hui Market, Tai Po Complex, 8 Heung Sze Wui Street, Tai Po, New Territories",835208,834077,TAI PO,大埔
油麻地皮膚科診所,Yau Ma Tei Dermatological Clinic,九龍油麻地炮台街143號油麻地專科診所新翼12字樓,"12/F, Yau Ma Tei Specialist Clinic Extension, 143 Battery Street, Yau Ma Tei, Kowloon",835471.5,818921.7,YAU TSIM MONG,油尖旺
深水?運動場,Sham Shui Po Sports Ground,九龍長沙灣興華街3號,"3 Hing Wah Street, Cheung Sha Wan, Kowloon",833664.6,822033.8,SHAM SHUI PO,深水?
入境事務及人事登記 - 元朗辦事處,Immigration and Registration of Persons - Yuen Long Office,新界元朗西菁街23號富達廣場地下B舖位,"Shop B, G/F, Manhattan Plaza, 23 Sai Ching Street, Yuen Long, New Territories",821026,833556,YUEN LONG,元朗
祥華社區會堂,Cheung Wah Community Hall,新界粉嶺新運路38號祥華?,"Cheung Wah Estate, 38 San Wan Road, Fanling, New Territories",832654,839210,NORTH,北區
青衣?社區會堂,Tsing Yi Estate Community Hall,新界青衣青衣?第2期,"Tsing Yi Estate Phase II, Tsing Yi, New Territories",828587.5,824163.3,KWAI TSING,葵青
北區政府合署,North District Government Offices,新界粉?璧峰?3號地下,"G/F, 3 Pik Fung Road, Fanling, New Territories",832289,839457,NORTH,北區
電氣道公共圖書館,Electric Road Public Library,香港電氣道229號電氣道市政大廈2樓,"2/F, Electric Road Municipal Services Building, 229 Electric Road, Hong Kong",838005,816739,EASTERN,東區
屯門公共圖書館,Tuen Mun Public Library,新界屯門屯喜路1號,"1 Tuen Hi Road, Tuen Mun, New Territories",815669,827980,TUEN MUN,屯門
香港仔街市熟食中心,Aberdeen Market Cooked Food Centre,香港香港仔香港仔大道203號香港仔市政大廈2樓,"2/F, Aberdeen Municipal Services Building, 203 Aberdeen Main Road, Aberdeen, Hong Kong",833947,812311,SOUTHERN,南區
