LOCALITY,District,Northing_m,Easting_m
PAK TAM ROAD,,829764.331,851591.369
PAK TAM ROAD,,829658.324,851603.137
PAK TAM ROAD,,829554.447,851539.33
PAK TAM ROAD,,829497.24,851485.915
PAK TAM ROAD,,829419.516,851447.827
PAK TAM ROAD,,829351.905,851403.279
PAK TAM ROAD,,829296.546,851350.154
KWAI CHUNG,,826056.56,832343.026
TAI PAK TIN STREET,,825873.934,832461.469
TAI PAK TIN STREET,,825709.479,832507.212
TAI PAK TIN STREET,,825588.199,832536.328
SHEK PAI STREET,,825470.438,832697.393
SHEK PAI STREET,,825209.173,832665.665
SHEK PAI STREET,,825049.228,832452.371
CHUI LING ROAD,,818277.089,844000.922
CHUI LING ROAD,,818184.596,843897.373
CHUI LING ROAD,,818206.381,843767.453
CHUI LING ROAD,,818372.541,843623.828
CHUI LING ROAD,,818597.185,843695.915
CHUI LING ROAD,,818734.375,843734.085
CHUI LING ROAD,,818822.037,843853.33
CHUI LING ROAD,,818737.655,844012.493
KING LING ROAD,,818820.606,844168.654
PO SHUN ROAD,,818990.651,844406.33
TONG MING STREET,,819021.124,844560.244
PO SHUN ROAD,,819370.455,844548.736
PO SHUN ROAD,,819180.291,844432.554
PO SHUN ROAD,,818822.695,844405.261
PO SHUN ROAD,,818673.997,844388.914
CHUI LING ROAD,,818529.71,844373.371
KING LING ROAD,,818605.724,843999.911
TONG MING STREET,,819091.426,844736.701
TONG MING STREET,,819190.46,845011.847
CHUI LING ROAD,,818399.316,844170.475
"TAM KON SHAN ROAD, TSING YI",,824713.438,828261.17
TAM KON SHAN ROAD,,824808.628,828416.164
TSING KING ROAD,,824687.58,828762.748
TSING KING ROAD,,824422.891,828889.681
TSING KING ROAD,,824168.481,829059.777
TSING KING ROAD,,823928.593,829080.769
SHAM MONG ROAD,,821127.136,833743.823
SHAM MONG ROAD,,821291.248,833557.194
FAT TSEUNG STREET,,821465.706,833725.938
LAI CHI KOK ROAD,,821651.888,833878.221
FAT TSEUNG STREET,,821876.969,834047.85
CHEUNG SHA WAN ROAD,,822042.778,833897.958
PO ON ROAD,,822330.967,834115.605
PO ON ROAD,,822257.376,834204.129
CHEUNG FAT STREET,,822426.86,834371.046
KWONG LEE ROAD,,822327.618,834508.102
KWONG LEE ROAD,,822117.401,834736.791
CASTLE PEAK ROAD,,821769.62,834600.323
CASTLE PEAK ROAD,,821598.716,834804.744
CHEUNG SHA WAN ROAD,,821737.819,834241.509
CASTLE PEAK ROAD,,825375.613,827071.844
CASTLE PEAK ROAD,,825450.171,826756.41
CASTLE PEAK ROAD - NEW TING KAU,,825635.362,826511.721
CASTLE PEAK ROAD,,825720.025,826300.47
CASTLE PEAK ROAD,,825549.693,826051.568
CASTLE PEAK ROAD,,825440.405,825774.083
CASTLE PEAK ROAD,,825178.107,825473.086
CASTLE PEAK ROAD,,825044.275,825227.354
CASTLE PEAK ROAD - SHAM TSENG,,824989.381,824845.662
CASTLE PEAK ROAD,,825169.219,824683.589
CASTLE PEAK ROAD,,825405.021,824247.491
CASTLE PEAK ROAD,,825201.826,824031.12
CASTLE PEAK ROAD,,824942.297,823635.763
CASTLE PEAK ROAD,,824914.065,823458.488
CASTLE PEAK ROAD,,824794.308,823291.182
NEW CLEAR WATER BAY ROAD,,821529.371,840346.944
NEW CLEAR WATER BAY ROAD,,821458.354,840106.54
NEW CLEAR WATER BAY ROAD,,821541.999,839999.347
CLEAR WATER BAY ROAD,,821672.84,839899.705
CLEAR WATER BAY ROAD,,821705.402,839786.9
CLEAR WATER BAY ROAD,,821669.323,839627.618
LUNG CHEUNG ROAD,,821777.772,839485.079
LUNG CHEUNG ROAD,,821889.969,839438.329
TSUEN WAN,,825046.753,829939.683
TSUEN WAN,,824983.665,830094.508
TSUEN WAN,,824937.47,830252.318
TSUEN WAN,,824936.309,830375.236
TSUEN WAN,,825130.339,830527.225
TSUEN WAN,,825245.713,830317.547
CHA KWO LING ROAD,,818620.175,841594.454
CHA KWO LING ROAD,,818507.203,841513.679
CHA KWO LING ROAD,,818423.383,841441.275
WAI YIP STREET,,818310.37,841432.503
CHA KWO LING ROAD,,818141.158,841446.005
CHA KWO LING ROAD,,818034.063,841532.364
CHA KWO LING ROAD,,817878.451,841589.623
CHUK YUEN,,822838.096,837246.086
CHUK YUEN,,822905.547,837522.893
CHUK YUEN,,822907.055,837713.787
CHUK YUEN,,822891.916,838039.809
CHUK YUEN,,822900.664,838221.894
CHUK YUEN,,822902.693,838405.878
CHUK YUEN,,823032.883,838416.365
CHUK YUEN,,823036.33,838533.014
PO KONG VILLAGE ROAD,,822885.69,838543.06
FUNG TAK ROAD,,822685.119,838370.756
FUNG TAK ROAD,,822670.992,838221.619
SHATIN PASS ROAD,,822788.506,838218.002
YAU MA TEI,,819347.997,835727.6
YAU MA TEI,,819307.757,835545.915
CHUN YAT STREET,,816613.879,846064.385
CHUN YING STREET,,816155.18,846289.837
SHEUNG SHING STREET,,820005.349,836697.95
SHEUNG SHING STREET,,820095.411,836763.82
SHEUNG SHING STREET,,820126.44,836931.478
SHEUNG SHING STREET,,820032.292,837096.621
TIN KWONG ROAD,,820107.573,837178.723
MA TAU WAI ROAD,,820108.542,837368.591
MA TAU CHUNG ROAD,,820356.946,837358.75
MA TAU CHUNG ROAD,,820565.989,837455.671
MA TAU CHUNG ROAD,,820786.384,837554.881
MA TAU WAI ROAD,,819970.577,837381.076
MA TAU WAI ROAD,,819794.777,837382.104
MA TAU WAI ROAD,,819644.89,837377.594
CHATHAM ROAD NORTH,,819463.538,837351.275
CHATHAM ROAD NORTH,,819277.432,837250.335
CHATHAM ROAD NORTH,,819142.032,837154.796
FAT KWONG STREET,,819001.571,837093.475
FAT KWONG STREET,,819191.6,836893.243
FAT KWONG STREET,,819138.773,837007.595
FAT KWONG STREET,,819279.095,836824.953
FAT KWONG STREET,,819352.615,836801.387
FAT KWONG STREET,,819492.553,836758.164
FAT KWONG STREET,,819667.052,836731.612
FAT KWONG STREET,,819791.457,836564.345
SHEUNG SHING STREET,,819901.779,836634.958
FAT KWONG STREET,,819807.278,836458.463
PUI CHING ROAD,,819846.445,836367.497
WATERLOO ROAD,,819938.603,836116.56
WATERLOO ROAD,,819719.146,835980.007
NATHAN ROAD,,819127.773,835675.589
NATHAN ROAD,,819012.589,835679.584
GASCOIGNE ROAD,,818900.367,835733.793
GASCOIGNE ROAD,,818655.144,836035.809
GASCOIGNE ROAD,,818607.729,836173.352
GASCOIGNE ROAD,,818565.358,836291.424
CHATHAM ROAD SOUTH,,818363.446,836388.189
CHATHAM ROAD SOUTH,,818518.031,836534.106
CHATHAM ROAD SOUTH,,818580.854,836634.744
CHATHAM ROAD NORTH,,818695.611,836723.876
CHATHAM ROAD NORTH,,818944.886,837063.422
WYLIE ROAD,,818661.335,836280.186
WYLIE ROAD,,819061.721,836174.331
WYLIE ROAD,,819218.953,836220.216
WYLIE ROAD,,819352.33,836134.928
WYLIE ROAD,,819480.734,836078.456
WYLIE ROAD,,819588.358,836036.159
CHATHAM ROAD SOUTH,,818228.194,836322.997
CASTLE PEAK ROAD - TSING LUNG TAU,,824320.957,821769.106
CASTLE PEAK ROAD - TSING LUNG TAU,,824173.756,821488.589
CASTLE PEAK ROAD - TSING LUNG TAU,,824080.766,821203.92
CASTLE PEAK ROAD - TAI LAM,,824052.482,820971.904
CASTLE PEAK ROAD - TAI LAM,,824041.322,820839.604
CASTLE PEAK ROAD - TAI LAM,,824044.887,820673.12
CASTLE PEAK ROAD - TAI LAM,,824071.088,820483.452
KWUN TONG ROAD,,820802.784,840078.266
KWUN TONG ROAD,,820688.513,840090.963
KWUN TONG ROAD,,820220.158,840136.501
KWUN TONG ROAD,,820049.554,840154.904
KWUN TONG ROAD,,819881.005,840173.926
KWUN TONG ROAD,,819758.688,840237.659
KWUN TONG ROAD,,819675.048,840415.014
KWUN TONG ROAD,,819574.447,840559.982
KWUN TONG ROAD,,819475.1,840810.222
KWUN TONG ROAD,,819361.735,841094.746
KWUN TONG ROAD,,819335.212,841251.098
KWUN TONG ROAD,,819235.786,841429.025
KWUN TONG ROAD,,819101.42,841583.349
WAI YIP STREET,,819448.098,840421.526
WAI YIP STREET,,819592.855,840252.412
HOI BUN ROAD,,819649.546,840072.016
KAI HING ROAD,,819594.827,839901.018
PRINCE EDWARD ROAD WEST,,820949.973,837422.799
JUNCTION ROAD,,821697.877,837361.762
CASTLE PEAK ROAD - KWAI CHUNG,,822398.345,832661.55
CASTLE PEAK ROAD - KWAI CHUNG,,822507.573,832548.311
CASTLE PEAK ROAD - KWAI CHUNG,,822758.431,832413.881
CASTLE PEAK ROAD - KWAI CHUNG,,822853.106,832321.5
CASTLE PEAK ROAD - KWAI CHUNG,,823083.843,832295.192
CASTLE PEAK ROAD - KWAI CHUNG,,823132.247,832100.901
CASTLE PEAK ROAD - KWAI CHUNG,,823272.376,831973.011
CASTLE PEAK ROAD - KWAI CHUNG,,823454.428,831762.109
CASTLE PEAK ROAD - KWAI CHUNG,,823602.249,831734.739
CASTLE PEAK ROAD - KWAI CHUNG,,823766.907,831736.774
CASTLE PEAK ROAD - KWAI CHUNG,,824007.479,831770.261
LEI YUE MUN ROAD,,818227.762,842411.111
LEI YUE MUN ROAD,,818059.921,842552.223
LEI YUE MUN ROAD,,817945.719,842616.988
LEI YUE MUN ROAD,,817761.31,842656.845
LEI YUE MUN ROAD,,817601.771,842727.171
LEI YUE MUN ROAD,,817430.407,842782.447
KO CHIU ROAD,,817368.39,842696.396
CHA KWO LING ROAD,,817421.675,842567.92
CHA KWO LING ROAD,,817267.16,842539.141
SHUNG SHUN STREET,,817137.267,842616.847
SHUNG SHUN STREET,,817031.467,842515.176
KO CHIU ROAD,,817383.113,842866.648
KO CHIU ROAD,,817603.387,843024.481
KO CHIU ROAD,,817669.524,842977.353
KO CHIU ROAD,,817660.811,842812.914
PIK WAN ROAD,,817880.809,842949.241
PIK WAN ROAD,,817987.662,842948.763
TEXACO ROAD NORTH,,826172.803,830562.126
TEXACO ROAD NORTH,,826050.185,830687.112
KWOK SHUI ROAD,,825800.127,830781.235
KWOK SHUI ROAD,,825778.367,830916.159
CASTLE PEAK ROAD - KWAI CHUNG,,825698.382,830984.133
CASTLE PEAK ROAD - KWAI CHUNG,,825720.106,831183.9
KIN CHUEN STREET,,825737.173,831359.128
CASTLE PEAK ROAD - KWAI CHUNG,,825743.272,831514.016
CASTLE PEAK ROAD - KWAI CHUNG,,825622.701,831718.01
CHEUNG WING ROAD,,825651.53,831882.152
CHEUNG WING ROAD,,825769.134,831960.194
WO YI HOP ROAD,,825896.065,832076.367
WO YI HOP ROAD,,826029.761,832109.391
WO YI HOP ROAD,,826345.283,832107.947
WO YI HOP ROAD,,826514.083,832161.568
WO YI HOP ROAD,,826715.613,832215.161
WO YI HOP ROAD,,826808.855,832118.925
WO YI HOP INTERCHANGE,,826768.774,831792.719
WO YI HOP INTERCHANGE,,826864.214,831754.699
WO YI HOP INTERCHANGE,,826745.171,831615.011
TSING YI ROAD,,822889.208,829381.486
TSING YI ROAD,,822758.17,829242.734
TSING YI ROAD,,822678.505,829130.435
TSING YI ROAD,,822522.693,829055.982
TSING YI ROAD,,822380.991,829058.238
TSING YI HONG WAN ROAD,,822273.725,829472.735
TSING YI HONG WAN ROAD,,822097.076,829455.009
TSING YI HONG WAN ROAD,,821908.966,829457.356
TSING YI HONG WAN ROAD,,821701.364,829521.806
TSING YI HONG WAN ROAD,,821523.205,829576.938
TSING KO ROAD,,821352.542,829437.833
TSING KO ROAD,,821231.907,829300.009
TSING SHEUNG ROAD,,821092.106,829143.237
TSING SHEUNG ROAD,,821254.546,828985.324
TSING YI ROAD,,821210.295,828852.18
TSING YI ROAD,,821248.112,828690.592
TSING YI ROAD,,821339.485,828532.991
TSING YI ROAD,,821426.925,828374.859
TSING YI ROAD,,821385.993,828217.881
TSING YI ROAD,,821307.292,828052.158
TSING YI ROAD,,821245.821,827893.219
TSING YI ROAD,,821100.115,827728.989
TSING YI ROAD,,821137.999,827621.723
TSING YI ROAD,,821267.545,827598.027
TSING YI ROAD,,821425.664,827524.716
TSING YI ROAD,,821603.459,827482.542
TSING YI ROAD,,821895.846,827553.466
TSING YI ROAD,,822016.919,827722.743
TSING YI ROAD WEST,,822188.059,827849.408
TSING YI ROAD WEST,,822346.829,827893.832
TSING YI ROAD WEST,,822685.287,828017.487
TSING YI ROAD WEST,,822892.908,828002.056
TSING YI ROAD WEST,,823023.547,828014.617
TSING YI ROAD WEST,,823201.564,828018.554
TSING YI ROAD WEST,,823383.345,828047.874
TSING YI ROAD WEST,,823790.003,828220.482
TSING YI ROAD WEST,,823981.937,828288.583
TSING YI ROAD WEST,,824160.535,828394.784
FUNG SHUE WO ROAD,,824314.503,828517.32
FUNG SHUE WO ROAD,,824126.127,828569.919
FUNG SHUE WO ROAD,,823956.603,828598.741
TSING SUM STREET,,823794.129,828593.936
FUNG SHUE WO ROAD,,823705.503,828702.687
FUNG SHUE WO ROAD,,823703.779,828864.848
TSING YI HEUNG SZE WUI ROAD,,823735.61,829027.928
TSING YI HEUNG SZE WUI ROAD,,823583.454,829189.217
TSING YI HEUNG SZE WUI ROAD,,823395.378,829327.906
TSING YI HEUNG SZE WUI ROAD,,823259.609,829426.168
TSING YI ROAD,,823041.956,829398.219
WAN PO ROAD,,818783.4,845642.145
WAN PO ROAD,,818493.054,845866.425
WAN PO ROAD,,818326.673,845963.033
WAN PO ROAD,,818060.713,846104.114
WAN PO ROAD,,817925.131,845992.902
WAN PO ROAD,,817698.389,846048.772
WAN PO ROAD,,817266.481,846241.522
WAN PO ROAD,,816779.782,846247.648
WAN PO ROAD,,816613.661,846342.399
WAN PO ROAD,,816451.949,846395.955
WAN PO ROAD,,816319.039,846413.434
PO KONG VILLAGE ROAD,,822953.81,838613.315
PO KONG VILLAGE ROAD,,822987.343,838735.776
PO KONG VILLAGE ROAD,,823030.01,838898.555
PO KONG VILLAGE ROAD,,823044.906,839064.882
PO KONG VILLAGE ROAD,,823024.024,839204.649
PO KONG VILLAGE ROAD,,822932.277,839315.633
PO KONG VILLAGE ROAD,,822832.577,839411.45
PO KONG VILLAGE ROAD,,822671.967,839443.55
KING TUNG STREET,,822447.281,839534.188
HAMMER HILL ROAD,,822345.695,839440.067
HAMMER HILL ROAD,,822261.457,839358.2
HAMMER HILL ROAD,,822134.747,839257.986
HAMMER HILL ROAD,,822063.398,839153.823
CHOI HUNG ROAD,,821933.544,839060.841
CHOI HUNG ROAD,,822035.209,838968.84
CHOI HUNG ROAD,,822106.569,838865.207
CHOI HUNG ROAD,,822171.433,838738.957
CHOI HUNG ROAD,,822233.265,838593.014
CHOI HUNG ROAD,,822269.501,838455.321
PO KONG VILLAGE ROAD,,822407.984,838489.309
PO KONG VILLAGE ROAD,,822515.691,838507.791
PO KONG VILLAGE ROAD,,822658.754,838499.894
PO KONG VILLAGE ROAD,,822842.628,838538.513
MAN MING LANE,,819199.235,835595.166
RECLAMATION STREET,,819188.971,835468.675
PUBLIC SQUARE STREET,,818992.919,835503.467
PUBLIC SQUARE STREET,,818970.21,835363.114
FERRY STREET,,818826.869,835330.893
FERRY STREET,,818658.123,835288.51
JORDAN ROAD,,818553.37,835227.612
PO TOI O,,815308.459,848488.789
PO TOI CHUEN ROAD,,814887.619,848289.155
TAI AU MUN ROAD,,815387.063,848022.204
TAI AU MUN ROAD,,816073.402,847632.552
"SAI SHA ROAD, SAI KUNG",,830649.232,845582.453
"SAI SHA ROAD, SAI KUNG",,830577.03,845755.079
"SAI SHA ROAD, SAI KUNG",,830554.855,845979.115
"SAI SHA ROAD, SAI KUNG",,830448.357,846067.679
"SAI SHA ROAD, SAI KUNG",,830309.174,846068.743
"SAI SHA ROAD, SAI KUNG",,830233.361,846012.731
"SAI SHA ROAD, SAI KUNG",,830148.964,846032.311
"SAI SHA ROAD, SAI KUNG",,830056.851,846211.788
"SAI SHA ROAD, SAI KUNG",,829795.407,846338.476
"SAI SHA ROAD, SAI KUNG",,829587.527,846607.56
"SAI SHA ROAD, SAI KUNG",,829573.552,846744.54
"SAI SHA ROAD, SAI KUNG",,829459.169,846872.102
"SAI SHA ROAD, SAI KUNG",,829439.553,847005.491
"SAI SHA ROAD, SAI KUNG",,829375.471,847101.668
"SAI SHA ROAD, SAI KUNG",,829189.401,847108.949
"SAI SHA ROAD, SAI KUNG",,829023.81,847124.802
"SAI SHA ROAD, SAI KUNG",,828887.111,847185.521
"SAI SHA ROAD, SAI KUNG",,828729.649,847306.049
"SAI SHA ROAD, SAI KUNG",,828625.465,847344.705
"TAI MONG TSAI ROAD, SAI KUNG",,828474.885,847308.895
"TAI MONG TSAI ROAD, SAI KUNG",,828534.438,847384.547
"TAI MONG TSAI ROAD, SAI KUNG",,828585.586,847466.447
"TAI MONG TSAI ROAD, SAI KUNG",,828575.947,847546.516
"TAI MONG TSAI ROAD, SAI KUNG",,828487.762,847614.7
"TAI MONG TSAI ROAD, SAI KUNG",,828385.174,847690.431
"TAI MONG TSAI ROAD, SAI KUNG",,828324.363,847794.112
JUNCTION ROAD,,821971.245,837341.165
JUNCTION ROAD,,821781.461,837364.954
JUNCTION ROAD,,821659.116,837360.297
JUNCTION ROAD,,821551.836,837333.785
JUNCTION ROAD,,821403.728,837316.231
JUNCTION ROAD,,821050.049,837303.429
PRINCE EDWARD ROAD WEST,,820921.686,837421.99
PRINCE EDWARD ROAD WEST,,820936.227,837518.454
MA TAU CHUNG ROAD,,820838.511,837620.139
LAI KING HILL ROAD,,822432.023,831730.071
LAI KING HILL ROAD,,822665.829,831648.572
LAI KING HILL ROAD,,822831.067,831349.101
LAI KING HILL ROAD,,822908.399,831157.458
LAI KING HILL ROAD,,823023.734,831079.185
LAI KING HILL ROAD,,823327.078,831122.052
LAI KING HILL ROAD,,823535.32,831138.416
WAH YIU ROAD,,823730.871,831411.498
YEN CHOW STREET,,821511.628,834730.486
YEN CHOW STREET,,821245.944,834476.18
YEN CHOW STREET,,821101.526,834386.909
YEN CHOW STREET WEST,,820968.613,834243.67
"SAI CHUEN ROAD, SHAM SHUI PO",,821002.975,834146.458
CORNWALL STREET,,822303.385,835399.757
CORNWALL STREET,,822256.006,835613.009
CORNWALL STREET,,822257.77,835735.711
CORNWALL STREET,,822349.559,836000.495
CORNWALL STREET,,822324.519,836205.933
CORNWALL STREET,,822318.203,836370.609
CORNWALL STREET,,822339.337,836496.193
JUNCTION ROAD,,822222.536,836502.562
JUNCTION ROAD,,822231.893,836810.364
JUNCTION ROAD,,822286.43,837006.953
JUNCTION ROAD,,822177.303,837144.081
JUNCTION ROAD,,822059.576,837246.998
Salisbury Road,,817316.445,835643.914
Salisbury Road,,817295.102,835810.478
Salisbury Road,,817351.106,835984.924
Salisbury Road,,817396.65,836122.549
Salisbury Road,,817649.726,836412.845
Tsim Sha Tsui Promenade,,817740.84,836583.266
Hung Hom,,817810.623,836771.842
Hung Hom,,817845.221,836889.198
Hung Hom,,817900.039,837008.082
Tsim Sha Tsui Promenade,,817775.736,837070.924
Hung Hom Promenade,,817897.797,837326.928
"SAI KENG, SAI SHA ROAD",,830920.693,845465.919
"SAI KENG, SAI SHA ROAD",,831085.551,845449.184
"NGA YIU TAU, SAI SHA ROAD",,831268.184,845461.702
"NGA YIU TAU, SAI SHA ROAD",,831407.109,845455.196
"NGA YIU TAU, SAI SHA ROAD",,831507.107,845406.37
"TAI TUNG, SAI SHA ROAD",,831585.721,845205.933
"TAI TUNG, SAI SHA ROAD",,831740.703,845140.85
"MA KWU LAM, SAI SHA ROAD",,831886.785,845068.223
"KWUN HANG, SAI SHA ROAD",,832052.764,844957.877
"CHE HA, SAI SHA ROAD",,832230.9,844854.967
"NAI CHUNG, SAI SHA ROAD",,832326.115,844636.728
"NAI CHUNG, SAI SHA ROAD",,832350.404,844434.848
"SAI O, SAI SHA ROAD",,832348.615,844274.672
HOI HING ROAD,,826011.162,828922.348
CASTLE PEAK ROAD - TSUEN WAN,,826229.948,828995.596
CASTLE PEAK ROAD - TSUEN WAN,,826285.721,829216.598
CASTLE PEAK ROAD - TSUEN WAN,,826278.175,829496.939
CASTLE PEAK ROAD - TSUEN WAN,,826210.195,829651.596
CASTLE PEAK ROAD - TSUEN WAN,,826107.535,829812.469
MEI WAN STREET,,826211.774,829884.663
SAI LAU KOK ROAD,,826108.534,830014.447
WEST KOWLOON WATERFRONT PROMENADE,,818416.656,834342.938
WEST KOWLOON WATERFRONT PROMENADE,,818266.631,834239.722
WEST KOWLOON WATERFRONT PROMENADE,,818265.24,834025.263
WEST KOWLOON WATERFRONT PROMENADE,,817751.889,834161.904
WEST KOWLOON WATERFRONT PROMENADE,,817753.944,834273.019
WEST KOWLOON WATERFRONT PROMENADE,,817810.469,834358.727
WEST KOWLOON WATERFRONT PROMENADE,,817894.718,834485.222
PINE HILL,,836149.647,835886.173
"A SHAN, TAI PO",,836909.71,837238.335
TAM KON CHAU,,839594.211,823109.283
TSIM BEI TSUI,,838359.985,818981.812
TAI LONG KEI,,838108.579,821424.36
AP CHAU,,845661.485,845921.177
KAT O SHEUNG WAI,,845341.239,847897.462
TUNG O,,845629.222,847937.23
TIT HANG,,841867.876,827449.329
TIT HANG,,841226.022,827182.403
PUN UK TSUEN,,840887.455,826317.632
CASTLE PEAK ROAD,,840199.476,826789.401
NGAU TEI,,839730.973,829123.233
CHEUNG LEK,,838231.147,828028.21
TSIU KENG LO WAI,,837458.477,828819.962
TONG KUNG LENG,,838728.052,828897.814
LONG HA,,836194.914,823886.044
WAI TSAI,,838323.584,824306.945
NAI WAI,,831061.824,817693.754
"SUN FUNG WAI, LAM TEI",,831837.529,816852.598
HA TSUEN,,833376.658,816272.914
"SHA TIN HOI, SHA TIN",,829735.252,840266.1
MA LIU SHUI,,830625.625,839825.769
TOLO HIGHWAY,,833296.22,834747.189
KWONG FUK ESTATE,,834409.654,835974.671
TAI PO KAU,,833656.874,836984.204
LAI CHI HANG,,832753.25,836362.194
KON HANG,,832150.118,838072.611
CHINESE UNIVERSITY,,831198.127,838947.61
CHINESE UNIVERSITY,,830997.002,839211.868
YIU TSZ KIN,,833211.655,835613.474
A KUNG KOK,,828392.087,839772.516
A KUNG KOK,,828975.75,840228.677
SHA TIN FISHERMEN'S NEW VILLAGE,,829251.067,840399.064
TAI SHUI HANG,,830270.357,841432.979
"CHEUNG MUK TAU, MA ON SHAN",,831802.747,843451.751
FUNG KONG TSUEN,,835122.498,816127.221
NGAU HOM SHEK,,834445.822,815401.731
PAK LAI,,833415.529,813323.011
PAK NAI,,832644.993,812731.652
TAI SUI HANG,,831614.924,812373.458
TSANG KOK,,831077.032,810401.723
YUNG LONG,,830504.807,809577.087
TAI LANG SHUI,,828626.153,810852.816
"PAK LONG, LUNG KWU TAN",,828338.293,809608.844
TUK MEI CHUNG,,827607.658,810228.076
SIU LANG SHUI,,826653.154,810249.662
SIU LANG SHUI,,826162.72,810564.252
PO NGA COURT,,834595.743,834368.379
"KAM HO ROAD, KAM TIN",,832279.712,824718.413
"PO LO SHAN, KAM TIN",,831309.899,827206.989
TAI LAM CHUNG COUNTRY TRAIL,,831717.657,823980.485
"KAM HO ROAD, KAM TIN",,831445.74,824850.092
HO PUI RESERVOIR,,830084.372,826315.756
KAM TIN ROAD,,833415.272,825892.344
TSAT SING KONG,,834435.215,826561.544
TSAT SING KONG,,835445.369,826803.994
KO PO SAN TSUEN,,832882.64,824002.682
"KAM TIN ROAD, PAT HEUNG",,833546.51,827148.913
"TSE UK TSUEN, KAM TIN",,831852.915,827972.486
PING HANG,,842538.929,827227.801
MA TSO LUNG,,842902.066,828220.729
FUK TAK KUNG,,842827.66,828676.297
FA SAM HANG,,827145.051,841371.931
"WONG FONG SHAN, KAT O CHAU",,844065.854,847852.002
WONG WAN SAI TENG,,840935.874,849012.223
TING KOK ROAD,,835743.712,838414.532
WONG YUE TAN,,835710,838859.648
SHUEN WAN LEI UK,,835995.747,839454.732
"SAN TAU KOK, TAI PO",,836836.963,839305.713
SHA TAU KOK ROAD - WO HANG,,842770.49,837757.427
SHA TAU KOK ROAD - SHEK CHUNG AU,,844108.709,839953.38
"SHUN LUNG STREET, SHA TAU KOK",,845063.963,841140.609
"HA WO HANG, SHA TAU KOK ROAD",,843267.06,838615.842
"HOI PUI LENG, LUK KENG",,843019.978,839443.461
"MA TSEUK LENG, SHA TAU KOK RD",,843939.75,838844.693
"MA TSEUK LENG, SHA TAU KOK",,843706.349,838318.539
WO HANG TAI LONG,,843308.166,837853.879
"MAN UK PIN, SHA TAU KOK ROAD",,842953.724,837316.471
"PRINCESS HILL, FANLING",,842125.629,836503.406
TSUNG SHAN,,842015.568,834200.764
"WONG HAU SHAN DRIVE, FANLING",,840399.849,834424.976
"TAI HOM TUK, FANLING",,842261.831,835485.372
"SAN UK TSAI, NOTRH DISTRICT",,841051.126,836135.377
"KO PO, NOTRH DISTRICT",,841128.684,835451.126
"LUNG YEUK TAU, FANLING",,840318.633,833335.013
"PING CHE ROAD, FANLING",,843135.117,834406.27
LUNG MUN ROAD,,826057.085,813026.297
MA ON SHAN,,831127.346,842876.634
MA ON SHAN,,830516.837,842304.32
TAI SHUI HANG,,830145.418,841746.889
